{ FILE .\3x5patch_2ndOrderWavePort7\3x5patch_2ndOrderWavePort7 
{ POSITION .\3x5patch_2ndOrderWavePort7\3x5patch_2ndOrderWavePort7 
    73 
     0 K2  6.1229349178408554e-004 -1.4782072520180599e-003 
     1 K2  1.6022982894578486e-004 -1.1945732144342199e-003 
     2 K2 -1.3877787807814457e-017 -1.6000000000000001e-003 
     3 K2  4.6986724710178229e-004 -9.3572017085557190e-004 
     4 K2  1.6275956326848584e-004 -8.9406647117076094e-004 
     5 K2  2.6787840265549145e-004 -6.4671567275790089e-004 
     6 K2 -1.3877787807814457e-017 -6.9999999999999988e-004 
     7 K2 -9.6741817589007795e-005 -9.6277933845439090e-004 
     8 K2 -2.6787840265561635e-004 -6.4671567275790089e-004 
     9 K2 -4.4176014097291327e-004 -1.0643911001897500e-003 
    10 K2 -7.3480445451011567e-004 -7.5749213558907785e-004 
    11 K2  7.6237858590429142e-004 -1.0837603534825200e-003 
    12 K2  1.1313708498983804e-003 -1.1313708498984800e-003 
    13 K2  8.2851441609348153e-004 -7.5764012015107091e-004 
    14 K2  4.9497474683059262e-004 -4.9497474683058394e-004 
    15 K2 -1.9811122441591722e-004 -1.2600016462856801e-003 
    16 K2 -6.1229349178421044e-004 -1.4782072520180599e-003 
    17 K2  1.1362356620106817e-003 -6.6902340888257887e-004 
    18 K2  1.4782072520179851e-003 -6.1229349178414387e-004 
    19 K2  9.9992453513768342e-004 -5.0320636695291388e-004 
    20 K2 -7.3006413104712009e-004 -1.1078841330609201e-003 
    21 K2 -1.1313708498985192e-003 -1.1313708498984800e-003 
    22 K2 -7.4644013367061723e-004 -4.4182636652070987e-004 
    23 K2 -9.5667730740481294e-004 -4.9814922559589887e-004 
    24 K2 -4.9497474683062037e-004 -4.9497474683058286e-004 
    25 K2 -8.9899070010551752e-004 -1.9056051135342092e-004 
    26 K2 -1.1952783806809114e-003 -3.2136840215562688e-004 
    27 K2 -6.4671567275791098e-004 -2.6787840265556290e-004 
    28 K2 -7.0000000000002005e-004  1.7647949891977250e-019 
    29 K2 -1.1091938467121115e-003 -6.7443723166342993e-004 
