{ FILE .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
{ POSITION .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
    73 
     0 K2  6.1229349178418269e-004 -1.4782072520179155e-003 
     1 K2 -2.0816681711721685e-017 -1.5999999999999068e-003 
     2 K2  1.3888267721238329e-004 -1.2674813284529183e-003 
     3 K2  4.0560580543308467e-004 -1.0735297806639119e-003 
     4 K2  1.2083863766008257e-004 -1.0565477400949206e-003 
     5 K2 -1.0109622158491899e-004 -1.0976501338359199e-003 
     6 K2 -2.0407827729441996e-004 -1.2980705397869217e-003 
     7 K2 -6.1229349178412024e-004 -1.4782072520179155e-003 
     8 K2 -4.2069564151661631e-004 -9.6777613524992579e-004 
     9 K2 -7.4180714870272085e-004 -1.0811598879969240e-003 
    10 K2 -1.1313708498985192e-003 -1.1313708498989215e-003 
    11 K2  1.9885926860038067e-004 -8.5337602749491193e-004 
    12 K2  4.8641335123018187e-004 -7.8862852944591711e-004 
    13 K2  2.6787840265558166e-004 -6.4671567275792474e-004 
    14 K2 -1.3984928333812124e-004 -8.9692332651392082e-004 
    15 K2 -2.6787840265551921e-004 -6.4671567275792474e-004 
    16 K2 -2.0816681711721685e-017 -6.9999999999992280e-004 
    17 K2 -4.9497474683062037e-004 -4.9497474683091170e-004 
    18 K2 -8.0212494798041767e-004 -7.4641201608191532e-004 
    19 K2 -1.1159584569643208e-003 -6.4235388201891442e-004 
    20 K2 -1.4782072520180198e-003 -6.1229349178393278e-004 
    21 K2 -6.4671567275791791e-004 -2.6787840265590773e-004 
    22 K2 -7.0000000000002005e-004  8.3266726846886728e-017 
    23 K2 -8.6874965698501699e-004 -2.2682666822992911e-004 
    24 K2 -7.5360199801481620e-004 -4.4035557762292504e-004 
    25 K2 -9.5385842895651801e-004 -4.6457646655992385e-004 
    26 K2 -1.2131164077284207e-003 -2.5627592100890823e-004 
    27 K2 -1.6000000000000181e-003  8.3266726846886728e-017 
    28 K2  4.9497474683057874e-004 -4.9497474683091170e-004 
    29 K2  8.2393492080488212e-004 -6.2165303922392934e-004 
    30 K2  6.4671567275788322e-004 -2.6787840265590773e-004 
    31 K2  8.6591543399568149e-004 -3.0577194494790788e-004 
    32 K2  1.1497880623381820e-003 -6.2933118222091567e-004 
    33 K2  1.1313708498984845e-003 -1.1313708498989215e-003 
    34 K2  1.4782072520180822e-003 -6.1229349178393278e-004 
    35 K2  1.0891036260089818e-003 -3.0614674589191088e-004 
    36 K2  8.9051984145548102e-004 -1.5276872398092831e-004 
    37 K2  6.9999999999997842e-004  8.3266726846886728e-017 
    38 K2  1.0669595535706816e-003  5.1598293803079003e-005 
    39 K2  6.4671567275788322e-004  2.6787840265507507e-004 
    40 K2  1.3136836462779786e-003 -2.9767692249491046e-004 
    41 K2  1.5999999999999834e-003  8.3266726846886728e-017 
    42 K2  8.9619022640398394e-004  4.5886474274106631e-004 
    43 K2  4.9497474683057874e-004  4.9497474683007903e-004 
    44 K2  6.8609103642117836e-004  7.8425179199206874e-004 
    45 K2  1.0833966734710848e-003  6.6904192705208299e-004 
    46 K2  1.1313708498984845e-003  1.1313708498980888e-003 
    47 K2  1.4782072520180822e-003  6.1229349178407156e-004 
    48 K2  6.0753348459548218e-004  1.1204879184390779e-003 
    49 K2  6.1229349178418269e-004  1.4782072520180820e-003 
    50 K2  1.2249737122987797e-003  3.5836826189808430e-004 
    51 K2  2.6787840265558166e-004  6.4671567275809128e-004 
    52 K2  7.2699019879088334e-004 -1.0492102216349273e-003 
    53 K2 -9.4309003921311946e-004  6.9246593016075706e-005 
    54 K2 -6.4671567275791791e-004  2.6787840265507507e-004 
    55 K2 -9.8473641645771548e-004  4.5505903523407326e-004 
    56 K2 -1.2439524132728183e-003  1.7603938665308735e-004 
    57 K2 -1.4782072520180198e-003  6.1229349178407156e-004 
    58 K2 -1.0963331656916181e-003  7.6180865491007322e-004 
    59 K2 -1.1313708498985192e-003  1.1313708498980888e-003 
    60 K2 -7.0638964509641550e-004  7.5623171071609308e-004 
    61 K2 -7.1242487145641714e-004  4.9921272719907750e-004 
    62 K2 -4.9497474683062037e-004  4.9497474683007903e-004 
    63 K2 -2.0816681711721685e-017  7.0000000000008933e-004 
    64 K2  3.1236370984488032e-004  9.6157582097608485e-004 
    65 K2 -5.4963842397622031e-005  1.0740391125760860e-003 
    66 K2  2.9546698190507925e-004  1.2469090194530683e-003 
    67 K2 -2.0816681711721685e-017  1.6000000000000734e-003 
    68 K2 -2.7840491573882103e-004  1.3030119745600919e-003 
    69 K2 -6.1229349178412024e-004  1.4782072520180820e-003 
    70 K2 -4.4638565993201929e-004  1.0595754472330907e-003 
    71 K2 -2.6787840265551921e-004  6.4671567275809128e-004 
    72 K2 -7.5841262594791847e-004  1.0989376081170785e-003 
} 
{ NODE .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
    73 
     0 S      0 
     1 S      1 
     2 S      2 
     3 S      3 
     4 S      4 
     5 S      5 
     6 S      6 
     7 S      7 
     8 S      8 
     9 S      9 
    10 S     10 
    11 S     11 
    12 S     12 
    13 S     13 
    14 S     14 
    15 S     15 
    16 S     16 
    17 S     17 
    18 S     18 
    19 S     19 
    20 S     20 
    21 S     21 
    22 S     22 
    23 S     23 
    24 S     24 
    25 S     25 
    26 S     26 
    27 S     27 
    28 S     28 
    29 S     29 
    30 S     30 
    31 S     31 
    32 S     32 
    33 S     33 
    34 S     34 
    35 S     35 
    36 S     36 
    37 S     37 
    38 S     38 
    39 S     39 
    40 S     40 
    41 S     41 
    42 S     42 
    43 S     43 
    44 S     44 
    45 S     45 
    46 S     46 
    47 S     47 
    48 S     48 
    49 S     49 
    50 S     50 
    51 S     51 
    52 S     52 
    53 S     53 
    54 S     54 
    55 S     55 
    56 S     56 
    57 S     57 
    58 S     58 
    59 S     59 
    60 S     60 
    61 S     61 
    62 S     62 
    63 S     63 
    64 S     64 
    65 S     65 
    66 S     66 
    67 S     67 
    68 S     68 
    69 S     69 
    70 S     70 
    71 S     71 
    72 S     72 
} 
{ EDGE .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
   187 
     0 S      1      2 
     1 S      0      2 
     2 S      0      1 
     3 S      2      3 
     4 S      0      3 
     5 S      4      3 
     6 S      2      4 
     7 S      5      4 
     8 S      2      5 
     9 S      2      6 
    10 S      1      6 
    11 S      7      6 
    12 S      7      1 
    13 S      5      6 
    14 S      8      6 
    15 S      8      7 
    16 S      7      9 
    17 S      8      9 
    18 S     10      9 
    19 S     10      7 
    20 S      8      5 
    21 S      3     11 
    22 S      4     11 
    23 S     11     12 
    24 S      3     12 
    25 S     13     12 
    26 S     13     11 
    27 S      5     14 
    28 S      8     14 
    29 S     15     14 
    30 S     15      8 
    31 S     16     14 
    32 S     15     16 
    33 S     17      8 
    34 S     17     15 
    35 S     11     14 
    36 S     16     11 
    37 S      4     14 
    38 S     13     16 
    39 S      8     18 
    40 S     17     18 
    41 S     18      9 
    42 S     18     10 
    43 S     10     19 
    44 S     18     19 
    45 S     20     19 
    46 S     10     20 
    47 S     22     23 
    48 S     21     23 
    49 S     21     22 
    50 S     23     24 
    51 S     21     24 
    52 S     24     25 
    53 S     23     25 
    54 S     18     25 
    55 S     24     18 
    56 S     25     19 
    57 S     25     26 
    58 S     23     26 
    59 S     19     26 
    60 S     20     26 
    61 S     27     26 
    62 S     27     20 
    63 S     28     12 
    64 S     13     28 
    65 S     29     12 
    66 S     28     29 
    67 S     30     29 
    68 S     30     28 
    69 S     29     31 
    70 S     30     31 
    71 S     33     34 
    72 S     32     34 
    73 S     32     33 
    74 S     29     33 
    75 S     29     32 
    76 S     32     35 
    77 S     29     35 
    78 S     35     31 
    79 S     36     31 
    80 S     30     36 
    81 S     37     36 
    82 S     37     30 
    83 S     35     36 
    84 S     38     36 
    85 S     38     35 
    86 S     37     38 
    87 S     39     38 
    88 S     37     39 
    89 S     34     40 
    90 S     32     40 
    91 S     41     40 
    92 S     34     41 
    93 S     35     40 
    94 S     38     40 
    95 S     38     41 
    96 S     38     42 
    97 S     39     42 
    98 S     43     42 
    99 S     43     39 
   100 S     44     42 
   101 S     43     44 
   102 S     42     45 
   103 S     44     45 
   104 S     46     45 
   105 S     44     46 
   106 S     47     45 
   107 S     46     47 
   108 S     46     48 
   109 S     44     48 
   110 S     49     48 
   111 S     46     49 
   112 S     42     50 
   113 S     38     50 
   114 S     41     50 
   115 S     47     50 
   116 S     47     41 
   117 S     51     44 
   118 S     51     43 
   119 S     33     52 
   120 S     29     52 
   121 S      0     52 
   122 S     33      0 
   123 S     52     12 
   124 S     45     50 
   125 S     23     53 
   126 S     22     53 
   127 S     54     53 
   128 S     22     54 
   129 S     53     55 
   130 S     54     55 
   131 S     55     56 
   132 S     53     56 
   133 S     57     56 
   134 S     55     57 
   135 S     27     56 
   136 S     57     27 
   137 S     57     58 
   138 S     55     58 
   139 S     59     58 
   140 S     57     59 
   141 S     60     58 
   142 S     60     55 
   143 S     55     61 
   144 S     54     61 
   145 S     62     61 
   146 S     62     54 
   147 S     51     64 
   148 S     63     64 
   149 S     63     51 
   150 S     65     64 
   151 S     63     65 
   152 S     64     66 
   153 S     65     66 
   154 S     67     66 
   155 S     65     67 
   156 S     49     66 
   157 S     67     49 
   158 S     67     68 
   159 S     65     68 
   160 S     68     69 
   161 S     67     69 
   162 S     70     69 
   163 S     70     68 
   164 S     65     70 
   165 S     71     70 
   166 S     71     65 
   167 S     71     60 
   168 S     62     60 
   169 S     62     71 
   170 S     60     70 
   171 S     69     72 
   172 S     70     72 
   173 S     59     72 
   174 S     69     59 
   175 S     60     72 
   176 S     60     61 
   177 S     71     63 
   178 S     53     26 
   179 S     44     64 
   180 S     64     48 
   181 S     66     48 
   182 S     72     58 
   183 S     17     24 
   184 S      3     52 
   185 S     56     26 
   186 S     21     17 
} 
{ FACE .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
   114 
     0 T      0      1      2 
     1 T      3      4      1 
     2 T      5      3      6 
     3 T      7      6      8 
     4 T      9     10      0 
     5 T     10     11     12 
     6 T     13      9      8 
     7 T     11     14     15 
     8 T     16     17     15 
     9 T     16     18     19 
    10 T     13     14     20 
    11 T     21     22      5 
    12 T     23     24     21 
    13 T     23     25     26 
    14 T     27     28     20 
    15 T     28     29     30 
    16 T     31     29     32 
    17 T     30     33     34 
    18 T     35     31     36 
    19 T     37     27      7 
    20 T     35     37     22 
    21 T     36     26     38 
    22 T     39     40     33 
    23 T     41     17     39 
    24 T     18     41     42 
    25 T     43     44     42 
    26 T     45     43     46 
    27 T     47     48     49 
    28 T     50     51     48 
    29 T     52     53     50 
    30 T     54     52     55 
    31 T     56     44     54 
    32 T     57     58     53 
    33 T     59     57     56 
    34 T     59     60     45 
    35 T     60     61     62 
    36 T     63     25     64 
    37 T     65     63     66 
    38 T     66     67     68 
    39 T     69     70     67 
    40 T     71     72     73 
    41 T     73     74     75 
    42 T     76     77     75 
    43 T     78     69     77 
    44 T     79     70     80 
    45 T     80     81     82 
    46 T     83     84     85 
    47 T     84     81     86 
    48 T     87     86     88 
    49 T     79     78     83 
    50 T     89     90     72 
    51 T     91     89     92 
    52 T     93     90     76 
    53 T     91     94     95 
    54 T     93     94     85 
    55 T     96     97     87 
    56 T     97     98     99 
    57 T    100     98    101 
    58 T    102    103    100 
    59 T    104    103    105 
    60 T    106    104    107 
    61 T    108    109    105 
    62 T    110    108    111 
    63 T    112    113     96 
    64 T    114    113     95 
    65 T    114    115    116 
    66 T    101    117    118 
    67 T    119    120     74 
    68 T    121    119    122 
    69 T    123     65    120 
    70 T    124    115    106 
    71 T    124    112    102 
    72 T    125    126     47 
    73 T    127    126    128 
    74 T    129    130    127 
    75 T    131    132    129 
    76 T    133    131    134 
    77 T    135    133    136 
    78 T    137    138    134 
    79 T    139    137    140 
    80 T    138    141    142 
    81 T    143    144    130 
    82 T    144    145    146 
    83 T    147    148    149 
    84 T    150    148    151 
    85 T    152    153    150 
    86 T    154    153    155 
    87 T    156    154    157 
    88 T    158    159    155 
    89 T    160    161    158 
    90 T    160    162    163 
    91 T    163    159    164 
    92 T    164    165    166 
    93 T    167    168    169 
    94 T    170    165    167 
    95 T    171    172    162 
    96 T    173    171    174 
    97 T    172    175    170 
    98 T    176    145    168 
    99 T    143    176    142 
   100 T    151    166    177 
   101 T    178     58    125 
   102 T    179    147    117 
   103 T    180    109    179 
   104 T    181    180    152 
   105 T    181    110    156 
   106 T    182    139    173 
   107 T    182    141    175 
   108 T     55     40    183 
   109 T    123     24    184 
   110 T    184    121      4 
   111 T    185    178    132 
   112 T    185     61    135 
   113 T    183     51    186 
} 
{ POLY_EDGES .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
     4 
     0 S COAX_PIN_2_1 { AI 16    186     34     49     32     38     64     68     82 
   128    146    177    149    118    169     88     99 
} 
     1 S Coaxes { AI 16     71     92    116    122    107    111    157    161 
   174    140    136      2     12     19     46     62 
} 
     2 S WavePort3 { AI 16    186     34     49     32     38     64     68     82 
   128    146    177    149    118    169     88     99 
} 
     3 S sP_COAX_PIN_2_1 { AI 2     87     95 } 
} 
{ POLY_FACES .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
     1 
     0 S COAX_2_1 { AI 114      0      1      2      3      4      5      6      7 
     8      9     10     11     12     13     14     15 
    16     17     18     19     20     21     22     23 
    24     25     26     27     28     29     30     31 
    32     33     34     35     36     37     38     39 
    40     41     42     43     44     45     46     47 
    48     49     50     51     52     53     54     55 
    56     57     58     59     60     61     62     63 
    64     65     66     67     68     69     70     71 
    72     73     74     75     76     77     78     79 
    80     81     82     83     84     85     86     87 
    88     89     90     91     92     93     94     95 
    96     97     98     99    100    101    102    103 
   104    105    106    107    108    109    110    111 
   112    113 } 
} 
{ MESH .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
     6 
Positions .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
Nodes .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
Edges .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
Faces .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
PolyEdges .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
PolyFaces .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
} 
{ CARRIER .\3x5patch_2ndOrderWavePort3\3x5patch_2ndOrderWavePort3 
   374 
     0 N      0 EV_APV { AI 1      9 } { AI 1     14 } 
     1 N      1 EV_APV { AI 1     10 } { AI 1     15 } 
     2 N      2 EV_APV { AI 1     11 } { AI 1     16 } 
     3 N      3 EV_APV { AI 1     23 } { AI 1     26 } 
     4 N      4 EV_APV { AI 1     33 } { AI 1     36 } 
     5 N      5 EV_APV { AI 1     43 } { AI 1     46 } 
     6 N      6 EV_APV { AI 1     53 } { AI 1     56 } 
     7 N      7 EV_APV { AI 1     63 } { AI 1     66 } 
     8 N      8 EV_APV { AI 1     78 } { AI 1     81 } 
     9 N      9 EV_APV { AI 1     88 } { AI 1     91 } 
    10 N     10 EV_APV { AI 1     98 } { AI 1    101 } 
    11 N     11 EV_APV { AI 1    113 } { AI 1    116 } 
    12 N     12 EV_APV { AI 1    123 } { AI 1    126 } 
    13 N     13 EV_APV { AI 1    133 } { AI 1    136 } 
    14 N     14 EV_APV { AI 1    143 } { AI 1    146 } 
    15 N     15 EV_APV { AI 1    153 } { AI 1    156 } 
    16 N     16 EV_APV { AI 1    163 } { AI 1    166 } 
    17 N     17 EV_APV { AI 1    173 } { AI 1    176 } 
    18 N     18 EV_APV { AI 1    203 } { AI 1    206 } 
    19 N     19 EV_APV { AI 1    223 } { AI 1    226 } 
    20 N     20 EV_APV { AI 1    233 } { AI 1    236 } 
    21 N     21 EV_APV { AI 1    246 } { AI 1    251 } 
    22 N     22 EV_APV { AI 1    247 } { AI 1    252 } 
    23 N     23 EV_APV { AI 1    248 } { AI 1    253 } 
    24 N     24 EV_APV { AI 1    260 } { AI 1    263 } 
    25 N     25 EV_APV { AI 1    270 } { AI 1    273 } 
    26 N     26 EV_APV { AI 1    293 } { AI 1    296 } 
    27 N     27 EV_APV { AI 1    313 } { AI 1    316 } 
    28 N     28 EV_APV { AI 1    323 } { AI 1    326 } 
    29 N     29 EV_APV { AI 1    333 } { AI 1    336 } 
    30 N     30 EV_APV { AI 1    343 } { AI 1    346 } 
    31 N     31 EV_APV { AI 1    353 } { AI 1    356 } 
    32 N     32 EV_APV { AI 1    366 } { AI 1    371 } 
    33 N     33 EV_APV { AI 1    367 } { AI 1    372 } 
    34 N     34 EV_APV { AI 1    368 } { AI 1    373 } 
    35 N     35 EV_APV { AI 1    388 } { AI 1    391 } 
    36 N     36 EV_APV { AI 1    403 } { AI 1    406 } 
    37 N     37 EV_APV { AI 1    413 } { AI 1    416 } 
    38 N     38 EV_APV { AI 1    426 } { AI 1    429 } 
    39 N     39 EV_APV { AI 1    441 } { AI 1    444 } 
    40 N     40 EV_APV { AI 1    453 } { AI 1    456 } 
    41 N     41 EV_APV { AI 1    463 } { AI 1    466 } 
    42 N     42 EV_APV { AI 1    488 } { AI 1    491 } 
    43 N     43 EV_APV { AI 1    498 } { AI 1    501 } 
    44 N     44 EV_APV { AI 1    508 } { AI 1    511 } 
    45 N     45 EV_APV { AI 1    518 } { AI 1    521 } 
    46 N     46 EV_APV { AI 1    528 } { AI 1    531 } 
    47 N     47 EV_APV { AI 1    538 } { AI 1    541 } 
    48 N     48 EV_APV { AI 1    548 } { AI 1    551 } 
    49 N     49 EV_APV { AI 1    558 } { AI 1    561 } 
    50 N     50 EV_APV { AI 1    568 } { AI 1    571 } 
    51 N     51 EV_APV { AI 1    591 } { AI 1    594 } 
    52 N     52 EV_APV { AI 1    601 } { AI 1    604 } 
    53 N     53 EV_APV { AI 1    631 } { AI 1    634 } 
    54 N     54 EV_APV { AI 1    641 } { AI 1    644 } 
    55 N     55 EV_APV { AI 1    651 } { AI 1    654 } 
